user_id,date,workout_type,distance_km,duration_min,avg_hr,max_hr,avg_pace_min_per_km,elevation_gain_m,hrv_morning,sleep_hours,stress_score,temperature_c,humidity_pct,fatigue_level,current_vo2_max
USER_0000,2025-06-24 14:40:32.119647,easy,4.349982583538338,29.337737464296985,118,137,6.774837870118762,34.447112708277146,60.22667109018518,7.132070941317503,7.477579270905007,20.430222330045307,53.07239470893917,3.234932298179115,41.113310681656806
USER_0000,2025-06-25 14:40:32.119647,recovery,5.012501108191154,39.93259473476226,104,124,7.830655617578261,0.0,68.65538908689271,7.714097854980202,5.3075904612828175,20.25818440227133,49.17930066235749,4.8437362998631235,41.113310681656806
USER_0000,2025-06-26 14:40:32.119647,easy,7.057686241150258,47.59939656581901,117,139,6.693299920047966,278.78078805735106,71.2132624051549,7.582155986900063,3.69703389969696,20.086069968886886,44.92779248858836,4.173875444828322,41.113310681656806
USER_0000,2025-06-27 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,74.54250457258266,7.383055938366341,3.1543223108154947,19.91393003111312,47.25619708465038,4.103834834141622,41.113310681656806
USER_0000,2025-06-28 14:40:32.119647,long,10.80401044071071,76.10706311762729,122,136,7.0874130511081,376.78901471959784,47.958228986663954,8.20696401174619,6.468230909391176,19.741815597728674,65.26139405125014,4.6228178051297535,41.113310681656806
USER_0000,2025-06-29 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,57.69326902427205,8.316280795936358,4.923272554639141,19.569777669954696,54.76643248082118,3.0740392226911526,41.113310681656806
USER_0000,2025-06-30 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,60.518149535112755,8.254970957326567,4.496761496217234,19.397867226342072,52.015310488533856,4.051902173615122,41.113310681656806
USER_0000,2025-07-01 14:40:32.119647,easy,6.6984965213196945,45.17690095856261,115,131,6.536951197180088,0.0,58.902498161081155,7.7923666799127576,6.156227591521292,19.22613520766537,62.49183262896363,2.8427893853425257,41.18377894896999
USER_0000,2025-07-02 14:40:32.119647,recovery,5.107697644588932,40.68018960823042,103,117,8.120127717131519,0.0,69.25793423604217,6.122269396938082,5.7869661011278435,19.054632501828006,76.04645493901484,3.2931919589206267,41.18377894896999
USER_0000,2025-07-03 14:40:32.119647,easy,8.727364567165488,58.82951553399546,113,124,6.964358592115755,0.0,63.36414493282186,7.9444258062403375,2.2759458120632763,18.883409928783056,69.8071732581106,1.9097866344228318,41.18377894896999
USER_0000,2025-07-04 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,64.55752467731828,7.249521011697858,3.2637122476637472,18.71251822547419,69.62597369404766,1.8134771101425085,41.18377894896999
USER_0000,2025-07-05 14:40:32.119647,long,7.552778454619962,53.17768602076107,126,145,6.826681684628606,344.71976624873224,51.59962846341763,7.636292717279467,2.0563845887292262,18.542008030801256,70.23165384875732,4.680545718802797,41.18377894896999
USER_0000,2025-07-06 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,54.04361893756492,7.508160299848804,3.3502868205056857,18.371929870614835,61.94693511800061,2.044215797177113,41.18377894896999
USER_0000,2025-07-07 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,56.483062723508525,7.96717288682279,2.538772995869382,18.202334142744377,54.1604030529608,1.6700093241104672,41.18377894896999
USER_0000,2025-07-08 14:40:32.119647,easy,7.503458846455172,50.579398324550354,114,138,6.835748942108709,366.8983097070152,55.78233462817709,7.534693018167561,6.468013046991951,18.033271102064237,32.4522125388,2.408410906408267,41.183124406274764
USER_0000,2025-07-09 14:40:32.119647,recovery,5.264543518128039,41.92948984729853,102,123,7.875898841312947,0.0,65.48569200575986,7.609101203318816,6.325570260024254,17.86479084560204,62.959077015837686,2.955650109929959,41.183124406274764
USER_0000,2025-07-10 14:40:32.119647,easy,7.897736725808287,53.23740948176453,117,136,6.705337693783948,0.0,65.53846899212901,7.188673027655076,3.770662709774932,17.69694329769388,67.37404324691857,1.6301210722258976,41.183124406274764
USER_0000,2025-07-11 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,60.67462400486176,8.280601219687972,3.12340949481114,17.529778195190648,75.67434872408484,2.8528583410640627,41.183124406274764
USER_0000,2025-07-12 14:40:32.119647,long,8.798790591942835,61.950910008042705,125,142,7.188779390116488,0.0,49.64067391056784,8.135647854043517,2.8445420900352962,17.363345072719927,78.32501047313761,4.430557421428538,41.183124406274764
USER_0000,2025-07-13 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,67.19508486892678,8.75549226497061,2.4631001976222655,17.197693248007837,69.53409842944687,1.34966319125438,41.183124406274764
USER_0000,2025-07-14 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,61.066648065290245,7.855007423474566,3.6893631894040526,17.0328718072651,59.22800458260831,2.966660483506126,41.183124406274764
USER_0000,2025-07-15 14:40:32.119647,easy,10.082043242456878,67.96147847744335,109,122,6.777688209036189,445.7446972971652,66.034743085216,6.39526784127118,6.943132108342686,16.868929590641734,75.4693819213946,1.926206230111078,41.164783577433845
USER_0000,2025-07-16 14:40:32.119647,recovery,2.5892195437752736,20.62327993811338,109,123,7.723371691850077,0.0,69.49595489412162,6.657139829948397,6.022917313101027,16.705915177754697,67.15700607615858,3.4031205496734507,41.164783577433845
USER_0000,2025-07-17 14:40:32.119647,easy,6.433887273903061,43.37572915075567,116,128,6.501173801954625,0.0,64.0948407108684,7.56369535392761,2.196297721130281,16.543876873292668,48.52649793672177,2.159432913946131,41.164783577433845
USER_0000,2025-07-18 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,73.76894995853607,7.882529914565062,3.7427210619251414,16.382862692702325,57.22329307410725,3.104694329914196,41.164783577433845
USER_0000,2025-07-19 14:40:32.119647,long,9.510716888486224,66.97219356618561,121,133,7.014591242270618,403.27017837591757,54.82552965872931,8.559702660369373,2.1281447284182238,16.222920347960354,69.33972952273083,2.2662103873722237,41.164783577433845
USER_0000,2025-07-20 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,60.549256598943735,7.368072605125119,1.828629481386634,16.064097233435334,40.79756759593374,2.9268582015312057,41.164783577433845
USER_0000,2025-07-21 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,57.738443987900986,7.621862305543924,1.0113422059200654,15.90644041184379,72.92030631900882,1.4768433086331323,41.164783577433845
USER_0000,2025-07-22 14:40:32.119647,easy,4.409944920104057,29.730793885691337,111,123,6.457228911000027,0.0,51.62841378101678,7.422908602442593,3.9426287717721347,15.74999660030446,38.71231007030886,1.2922653837144693,41.21312718882467
USER_0000,2025-07-23 14:40:32.119647,recovery,3.9412993430925347,31.386955822968204,107,124,7.971548958900774,0.0,57.04467011772712,7.701173677648838,2.26019022139503,15.594812156495049,69.16134979901898,2.478574477140911,41.21312718882467
USER_0000,2025-07-24 14:40:32.119647,easy,7.150158502991587,48.187375236123536,113,137,6.680313993266302,171.23982918520537,67.24284804323028,7.645104110331568,2.4409442945987028,15.44093306491541,34.0395238705396,2.0881047949633,41.21312718882467
USER_0000,2025-07-25 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,59.61098297403507,7.545600723637945,3.193425736193442,15.28840492326136,46.259272165933396,2.9267375095491435,41.21312718882467
USER_0000,2025-07-26 14:40:32.119647,long,10.713897862019271,75.41880878060151,122,141,7.25101928293611,375.93965059849126,54.63589648783855,8.874284011814707,3.2901383979649816,15.137272928913099,52.577745798264075,2.4580855970445237,41.21312718882467
USER_0000,2025-07-27 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,58.771991430935486,7.219070314667874,2.707056025043832,14.987581865542245,63.25539315301545,1.8080050291341365,41.21312718882467
USER_0000,2025-07-28 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,54.92371392928489,7.951610861738225,4.327087553899418,14.839376089841474,34.66150508518387,1.252531847394634,41.21312718882467
USER_0000,2025-07-29 14:40:32.119647,easy,8.67157198942101,58.44070354055201,116,134,6.776295488954009,0.0,56.66498424798472,6.536945007665607,5.992043120017493,14.692699518380667,67.51421251257392,2.7955872800011927,41.2573393245739
USER_0000,2025-07-30 14:40:32.119647,recovery,5.48939518859016,43.70810053555905,106,121,7.789923103665986,0.0,65.80758680547602,6.444585685588615,7.07224051160807,14.547595614593494,48.378052530767505,2.921115471914984,41.2573393245739
USER_0000,2025-07-31 14:40:32.119647,easy,7.518700030320239,50.65448234528779,116,138,6.928189149495707,0.0,66.082460594802,6.99030257719833,7.574505745969619,14.404107375898239,71.47303949798315,2.0568408331229024,41.2573393245739
USER_0000,2025-08-01 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,61.44672439228691,7.863032848128317,2.3592986271090335,14.262277320956755,30.305289470182935,3.30973381885168,41.2573393245739
USER_0000,2025-08-02 14:40:32.119647,long,10.964247663329633,77.1568694220668,121,133,6.755527292799848,0.0,56.15901804182897,7.74253181381477,4.045375890615997,14.122147477075266,48.50265462385019,4.706073597326295,41.2573393245739
USER_0000,2025-08-03 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,60.59750589024669,6.680044386391291,1.6296395884286126,13.983759367750773,60.89190909630153,2.877752430802037,41.2573393245739
USER_0000,2025-08-04 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,56.8351366297248,7.978569744103388,2.7681767467911165,13.847154000366722,43.658342218238474,3.039701296912552,41.2573393245739
USER_0000,2025-08-05 14:40:32.119647,easy,4.296722556771412,28.94759147417498,113,127,6.729112685789856,0.0,62.064769485107036,6.463389439994271,5.595949741666702,13.712371854041656,30.384354294994143,2.132653733612684,41.19958612041796
USER_0000,2025-08-06 14:40:32.119647,recovery,2.5803218184006442,20.549715000018203,102,116,7.769429297512966,96.37684206696309,61.38312508910937,7.555769241630209,7.00012521451927,13.579452867634364,70.3100093283382,1.3423215150938639,41.19958612041796
USER_0000,2025-08-07 14:40:32.119647,easy,9.53235053415812,64.24823986248848,109,119,6.957286702146342,0.0,65.47743467802388,7.5695984828977,4.506163759060883,13.448436427909149,35.75866863318991,1.0,41.19958612041796
USER_0000,2025-08-08 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,63.75635811204146,8.320108494769919,4.328103652286829,13.319361357864668,75.98848758706923,1.2801411864082135,41.19958612041796
USER_0000,2025-08-09 14:40:32.119647,long,12.911390518702877,90.89645643971383,119,137,6.977480712094701,0.0,49.185622839111446,7.842338544215828,3.0087962482741197,13.19226590522984,55.52416422710742,2.794825508216217,41.19958612041796
USER_0000,2025-08-10 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,66.01077268969713,7.751442003882475,4.275794406099408,13.067187731130229,70.7518502875007,1.7544158325495751,41.19958612041796
USER_0000,2025-08-11 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,54.8245986254284,7.398306689509141,4.040861182187568,12.944163898928226,62.775450525936954,1.6361703925505848,41.19958612041796
USER_0000,2025-08-12 14:40:32.119647,easy,8.909936624732921,60.0531572327422,113,134,6.70936384817614,0.0,66.177116679496,7.482035994164793,5.747130676651369,12.823230863240385,73.2123437415708,2.53631294845567,41.12977760069658
USER_0000,2025-08-13 14:40:32.119647,recovery,2.339001904735146,18.632738679082475,104,118,7.97050880315297,6.569334808570058,60.266331567366564,6.734760846384975,6.990179789978729,12.704424459135124,33.83655005867275,3.3533434960114237,41.12977760069658
USER_0000,2025-08-14 14:40:32.119647,easy,9.487053600192631,63.976051448604615,114,131,6.776100942768153,0.0,68.9343728624803,7.7935488519861105,6.858895506187826,12.587779891514042,62.591872732430495,2.2522903688039038,41.12977760069658
USER_0000,2025-08-15 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,66.17013168800233,6.788165315144559,1.4140075090815665,12.473331724679916,74.95634169778867,2.2735116973069314,41.12977760069658
USER_0000,2025-08-16 14:40:32.119647,long,12.000208844172239,84.52360443583156,122,134,7.007164195022745,262.65953574876175,52.5851984139864,7.610971294073639,3.6973614716865075,12.36111387209457,50.43846986236602,3.7899585906585043,41.12977760069658
USER_0000,2025-08-17 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,64.14363988943497,7.536869889733678,1.3780237900603773,12.251159586329594,63.91896724200405,2.0882462648878155,41.12977760069658
USER_0000,2025-08-18 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,64.06122961302468,8.391188826779393,4.493118648242156,12.143501449212856,46.66810180302783,2.6854313463044273,41.12977760069658
USER_0000,2025-08-19 14:40:32.119647,easy,4.4899986640902245,30.278355919921193,112,136,6.678685910566387,0.0,60.911308195750635,7.716585186764602,4.260075836337801,12.038171362173847,69.58309789317718,3.14632188476119,41.163800880695526
USER_0000,2025-08-20 14:40:32.119647,recovery,5.001356405130625,39.836233751376106,107,127,8.052700866019226,0.0,62.07430781881925,6.905339813502221,3.081577537261068,11.935200536790553,40.709633060445015,3.084258675942478,41.163800880695526
USER_0000,2025-08-21 14:40:32.119647,easy,6.903896446109091,46.54475779533119,111,123,6.50249441416596,291.4923075821048,68.59928363204418,8.136361905444396,2.2264849541453673,11.834619485540843,46.83821859821408,2.9618861473525246,41.163800880695526
USER_0000,2025-08-22 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,60.656851903785366,7.227327018322238,4.3253802267565025,11.736458012760906,68.55489068654941,2.831884102541614,41.163800880695526
USER_0000,2025-08-23 14:40:32.119647,long,8.158774160208411,57.45253710982739,121,137,6.884328076833378,0.0,51.328409206622105,8.175928416940474,4.693567778200042,11.640745205813635,56.700557484913055,3.795246250288769,41.163800880695526
USER_0000,2025-08-24 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,59.02025866493237,8.120511047313594,4.788520680976491,11.547509426469366,79.22198967657886,1.826937112122617,41.163800880695526
USER_0000,2025-08-25 14:40:32.119647,rest,0.0,0.0,60,60,0.0,0.0,56.9898388562457,7.600268439747548,4.8650726128237896,11.456778302501732,70.84456197906201,2.506095603543734,41.163800880695526
USER_0000,2025-08-26 14:40:32.119647,easy,4.468789742224018,30.127731175241152,111,130,6.774534403219882,0.0,53.032084253299985,8.120004463184936,3.7103780843559706,11.368578719500885,68.15584151458455,1.4491597544233519,41.24486212249117
USER_0000,2025-08-27 14:40:32.119647,recovery,2.6157202959706147,20.82807603418036,104,128,7.872405183208454,59.00123200503707,55.72652901051261,6.581892445449847,3.414668443180596,11.282936812906781,79.72626756191457,1.656587824666523,41.24486212249117
USER_0000,2025-08-28 14:40:32.119647,easy,3.6973128186970503,24.91159493299009,118,140,6.912585276364747,0.0,58.46688150984851,7.260080679122725,6.176431931455902,11.199877960264644,36.93963459090931,2.0991413057531094,41.24486212249117
